-0.000005,10,-0.000021,1,,1
-0.0000043,20,-0.000011,2,,2
-0.0000034,30,-7E-06,3,,3
-0.0000026,40,-0.000008,4,,4
0.0000031,50,-0.000009,5,,5
0.0000067,60,-7E-06,6,,6
0.0000087,70,-0.000008,7,,7
0.0000127,80,-7E-06,8,,8
0.0000153,90,-0.000008,9,,9
0.0000187,100,-7E-06,10,,10
0.0000219,110,-6E-06,11,,11
0.0000247,120,-0.000004,12,,12
0.0000276,130,-5E-06,13,,13
0.0000291,140,-5E-06,14,,14
0.0000319,150,-0.000004,15,,15
0.0000351,160,-7E-06,16,,16
0.0000376,170,-5E-06,17,,17
0.000041,180,-7E-06,18,,18
0.000043,190,-5E-06,19,,19
0.0000464,200,-0.000008,20,,20
0.000049,210,-6E-06,21,,21
0.0000516,220,-0.000008,22,,22
0.0000547,230,-7E-06,23,,23
0.0000571,240,-0.000008,24,,24
0.00006,250,-0.000009,25,,25
0.0000624,260,-0.000009,26,,26
0.0000648,270,-6E-06,27,,27
0.0000666,280,-0.000008,28,,28
0.0000704,290,-0.000009,29,,29
0.0000725,300,-5E-06,30,,30
0.0000754,310,-0.000011,31,,31
0.000078,320,-7E-06,32,,32
0.0000805,330,-0.000011,33,,33
0.0000825,340,-0.000008,34,,34
0.0000849,350,-7E-06,35,,35
0.000088,360,-7E-06,36,,36
0.000091,370,-0.00001,37,,37
0.0000935,380,-0.000011,38,,38
0.0000954,390,-0.000013,39,,39
0.000098,400,-7E-06,40,,40
0.0001004,410,-0.000008,41,,41
0.0001028,420,-0.000011,42,,42
0.0001053,430,-6E-06,43,,43
0.0001076,440,-7E-06,44,,44
0.000109,450,-6E-06,45,,45
0.0001121,460,-0.000008,46,,46
0.0001142,470,-0.00001,47,,47
0.0001168,480,-0.00001,48,,48
0.0001185,490,-0.000008,49,,49
0.0001217,500,-0.00001,50,,50
0.0001235,510,-0.00001,51,,51
0.0001259,520,-0.000009,52,,52
0.0001281,530,-0.00001,53,,53
0.0001303,540,-7E-06,54,,54
0.0001322,550,-0.000009,55,,55
0.0001339,560,-0.00001,56,,56
0.0001359,570,-0.000009,57,,57
0.0001386,580,-0.000008,58,,58
0.0001405,590,-0.000008,59,,59
0.0001427,600,-0.000009,60,,60
0.0001446,610,-5E-06,61,,61
0.0001465,620,-0.000004,62,,62
0.0001485,630,-0.000004,63,,63
0.0001501,640,-7E-06,64,,64
0.0001523,650,-7E-06,65,,65
0.0001546,660,-0.00001,66,,66
0.0001574,670,-0.000009,67,,67
0.0001584,680,-6E-06,68,,68
0.0001611,690,-0.000008,69,,69
0.0001626,700,-0.000011,70,,70
0.0001648,710,-0.000012,71,,71
0.0001672,720,-0.000012,72,,72
0.0001688,730,-0.000008,73,,73
0.0001715,740,-0.00001,74,,74
0.0001734,750,-0.00001,75,,75
0.0001736,760,-0.000009,76,,76
0.0001739,770,-6E-06,77,,77
0.0001739,780,-7E-06,78,,78
0.0001731,790,-5E-06,79,,79
0.0001723,800,-0.000008,80,,80
0.0001714,810,-0.00001,81,,81
0.0001715,820,-0.000014,82,,82
0.0001707,830,-0.000014,83,,83
0.0001701,840,-0.000011,84,,84
0.0001694,850,-0.000009,85,,85
0.0001696,860,-0.000011,86,,86
0.0001688,870,-0.000008,87,,87
0.0001683,880,-0.000009,88,,88
0.000168,890,-0.00001,89,,89
0.0001679,900,-0.000012,90,,90
0.0001673,910,-0.00001,91,,91
0.0001676,920,-0.000011,92,,92
0.000166,930,-0.000012,93,,93
0.0001661,940,-0.000013,94,,94
0.000166,950,-0.00001,95,,95
0.0001656,960,-0.000009,96,,96
0.0001654,970,-0.000011,97,,97
0.0001647,980,-0.00001,98,,98
0.000165,990,-0.000011,99,,99
0.0001647,1000,-0.000009,100,,100
0.0001644,1010,-0.000009,101,,101
0.0001645,1020,-0.000008,102,,102
0.000164,1030,-7E-06,103,,103
0.0001643,1040,-7E-06,104,,104
0.0001638,1050,-0.000009,105,,105
0.0001633,1060,-0.000008,106,,106
0.0001627,1070,-0.000009,107,,107
0.0001629,1080,-7E-06,108,,108
0.0001627,1090,-0.000009,109,,109
0.0001626,1100,-0.000009,110,,110
0.0001625,1110,-0.000009,111,,111
0.0001622,1120,-0.000012,112,,112
0.0001623,1130,-0.00001,113,,113
